match,artist,external,points,Genre,followingCount,Film,playcount,id,Story,thumbnailUrl,department,displayName,Budget,likedCount,Rotten Tomatoes,visible,enabled,level,name,Profit,followerCount,Worldwide Gross,externalContributor,likeCount
76,myles.delong,false,6230,Finance,108,myles.delong,76,3363,Finance,https://brewspace.jiveland.com/api/core/v3/people/3363/avatar,Finance,Myles DeLong,6230,7,69,true,true,Level 4,myles.delong,7,67,7,false,69
29,divyanshu.arora,false,1908,IT,42,divyanshu.arora,29,5384,IT,https://brewspace.jiveland.com/api/core/v3/people/5384/avatar,IT,Divyanshu Arora,1908,3,26,true,true,Level 2,divyanshu.arora,3,27,3,false,26
1,ed.sexton,false,340,Hosting,19,ed.sexton,1,4301,Hosting,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,Hosting,Ed Sexton,340,1,0,true,false,Level 1,ed.sexton,1,27,1,false,0
272,dolan.halbrook,false,19900,Engineering,112,dolan.halbrook,272,2135,Engineering,https://brewspace.jiveland.com/api/core/v3/people/2135/avatar,Engineering,Dolan Halbrook,19900,104,168,true,true,Level 5,dolan.halbrook,104,114,104,false,168
39,rachel.jones,false,9010,Facilities,66,rachel.jones,39,4053,Facilities,https://brewspace.jiveland.com/api/core/v3/people/4053/avatar,Facilities,Rachel Jones,9010,18,21,true,true,Level 4,rachel.jones,18,90,18,false,21
21,yuval.varkel,false,3013,Engineering,27,yuval.varkel,21,5484,Engineering,https://brewspace.jiveland.com/api/core/v3/people/5484/avatar,Engineering,Yuval Varkel,3013,11,10,true,true,Level 3,yuval.varkel,11,18,11,false,10
341,charles.mae,false,24746,Sales Engineers,108,charles.mae,341,5182,Sales Engineers,https://brewspace.jiveland.com/api/core/v3/people/5182/avatar,Sales Engineers,Charles Mae,24746,190,151,true,true,Level 5,charles.mae,190,66,190,false,151
45,shane.witbeck,false,3514,Engineering,29,shane.witbeck,45,5934,Engineering,https://brewspace.jiveland.com/api/core/v3/people/5934/avatar,Engineering,Shane Witbeck,3514,20,25,true,true,Level 3,shane.witbeck,20,27,20,false,25
11,Maggi,false,568,Product Marketing,27,Maggi,11,5732,Product Marketing,https://brewspace.jiveland.com/api/core/v3/people/5732/avatar,Product Marketing,Magnus Sveinbjornsson,568,7,4,true,true,Level 2,Maggi,7,29,7,false,4
84,kevin.karpenske,false,15041,Engineering,221,kevin.karpenske,84,3765,Engineering,https://brewspace.jiveland.com/api/core/v3/people/3765/avatar,Engineering,Kevin Karpenske,15041,62,22,true,true,Level 5,kevin.karpenske,62,146,62,false,22
38,michael.chen,false,4491,Marketing,145,michael.chen,38,5045,Marketing,https://brewspace.jiveland.com/api/core/v3/people/5045/avatar,Marketing,Michael Chen,4491,9,29,true,true,Level 3,michael.chen,9,84,9,false,29
6,kevin.zeisel,false,1879,Engineering,36,kevin.zeisel,6,5080,Engineering,https://brewspace.jiveland.com/api/core/v3/people/5080/avatar,Engineering,Kevin Zeisel,1879,3,3,true,true,Level 2,kevin.zeisel,3,35,3,false,3
66,brian.mccarthy,false,8368,Inside Sales - US,130,brian.mccarthy,66,4557,Inside Sales - US,https://brewspace.jiveland.com/api/core/v3/people/4557/avatar,Inside Sales - US,Brian McCarthy,8368,13,53,true,true,Level 4,brian.mccarthy,13,84,13,false,53
44,nitin.narang,false,5080,Hosting,30,nitin.narang,44,5530,Hosting,https://brewspace.jiveland.com/api/core/v3/people/5530/avatar,Hosting,Nitin Narang,5080,30,14,true,true,Level 4,nitin.narang,30,34,30,false,14
1474,george.burri,false,10560,,851,george.burri,1474,5786,,https://brewspace.jiveland.com/api/core/v3/people/5786/avatar,George Burri,10560,269,1205,true,true,Level 4,george.burri,269,226,269,false,1205
16,tanja.amlie,false,4481,Corporate,144,tanja.amlie,16,3261,Corporate,https://brewspace.jiveland.com/api/core/v3/people/3261/avatar,Corporate,Tanja Amlie,4481,3,13,true,true,Level 3,tanja.amlie,3,112,3,false,13
134,kevin.kolman,false,13221,Finance,184,kevin.kolman,134,2739,Finance,https://brewspace.jiveland.com/api/core/v3/people/2739/avatar,Finance,Kevin Kolman,13221,83,51,true,true,Level 5,kevin.kolman,83,120,83,false,51
33,dustin.oscarson,false,3432,Finance,74,dustin.oscarson,33,4692,Finance,https://brewspace.jiveland.com/api/core/v3/people/4692/avatar,Finance,Dustin Oscarson,3432,2,31,true,true,Level 3,dustin.oscarson,2,52,2,false,31
291,pablo.addante,false,4776,Engineering,55,pablo.addante,291,2537,Engineering,https://brewspace.jiveland.com/api/core/v3/people/2537/avatar,Engineering,Pablo Addante,4776,43,248,true,true,Level 3,pablo.addante,43,67,43,false,248
4,matthew.schmid,false,2131,Inside Sales,14,matthew.schmid,4,5630,Inside Sales,https://brewspace.jiveland.com/api/core/v3/people/5630/avatar,Inside Sales,Matthew Schmid,2131,1,3,true,true,Level 3,matthew.schmid,1,18,1,false,3
182,shawna.qian,false,2501,Engineering,18,shawna.qian,182,5099,Engineering,https://brewspace.jiveland.com/api/core/v3/people/5099/avatar,Engineering,Shawna Qian,2501,6,176,true,true,Level 3,shawna.qian,6,26,6,false,176
9,andrea.carballo,false,2186,Engineering,32,andrea.carballo,9,2820,Engineering,https://brewspace.jiveland.com/api/core/v3/people/2820/avatar,Engineering,Andrea Carballo,2186,6,3,true,true,Level 3,andrea.carballo,6,37,6,false,3
9,chewbacca,false,993,"",67,chewbacca,9,3426,"",https://brewspace.jiveland.com/api/core/v3/people/3426/avatar,"",Chewbacca Tyrone,993,9,0,true,true,Level 2,chewbacca,9,108,9,false,0
6,shawn.boles,false,2039,Engineering,32,shawn.boles,6,5649,Engineering,https://brewspace.jiveland.com/api/core/v3/people/5649/avatar,Engineering,Shawn Boles,2039,2,4,true,true,Level 3,shawn.boles,2,25,2,false,4
28,todd.didier,false,2336,Inside Sales - US,51,todd.didier,28,5932,Inside Sales - US,https://brewspace.jiveland.com/api/core/v3/people/5932/avatar,Inside Sales - US,Todd Didier,2336,4,24,true,true,Level 3,todd.didier,4,26,4,false,24
7,tim.fitzpatrick,false,4300,Field Sales - US East,39,tim.fitzpatrick,7,2939,Field Sales - US East,https://brewspace.jiveland.com/api/core/v3/people/2939/avatar,Field Sales - US East,Tim Fitzpatrick,4300,7,0,true,true,Level 3,tim.fitzpatrick,7,75,7,false,0
421,bob.geiger,false,22900,Support,135,bob.geiger,421,3763,Support,https://brewspace.jiveland.com/api/core/v3/people/3763/avatar,Support,Bob Geiger,22900,219,202,true,true,Level 5,bob.geiger,219,126,219,false,202
125,ian.burden,false,3889,Hosting,53,ian.burden,125,5986,Hosting,https://brewspace.jiveland.com/api/core/v3/people/5986/avatar,Hosting,Ian Burden,3889,70,55,true,true,Level 3,ian.burden,70,34,70,false,55
158,david.bastedo,false,6221,Support,157,david.bastedo,158,5245,Support,https://brewspace.jiveland.com/api/core/v3/people/5245/avatar,Support,David Bastedo,6221,71,87,true,true,Level 4,david.bastedo,71,89,71,false,87
150,denis.mars,false,13133,Product Management,122,denis.mars,150,5299,Product Management,https://brewspace.jiveland.com/api/core/v3/people/5299/avatar,Product Management,Denis Mars,13133,64,86,true,true,Level 5,denis.mars,64,93,64,false,86
30,ben.cheung,false,13363,Product Management,72,ben.cheung,30,4116,Product Management,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,Product Management,Ben Cheung,13363,7,23,true,false,Level 5,ben.cheung,7,126,7,false,23
162,sean.winter,false,15635,Strategy,103,sean.winter,162,5582,Strategy,https://brewspace.jiveland.com/api/core/v3/people/5582/avatar,Strategy,Sean Winter,15635,115,47,true,true,Level 5,sean.winter,115,88,115,false,47
225,nick.clark,false,13608,Engineering,58,nick.clark,225,5097,Engineering,https://brewspace.jiveland.com/api/core/v3/people/5097/avatar,Engineering,Nick Clark,13608,173,52,true,true,Level 5,nick.clark,173,46,173,false,52
101,ben.oberkfell,false,1924,Engineering,21,ben.oberkfell,101,6138,Engineering,https://brewspace.jiveland.com/api/core/v3/people/6138/avatar,Engineering,Ben Oberkfell,1924,10,91,true,true,Level 2,ben.oberkfell,10,25,10,false,91
461,ed.snajder,false,25155,Engineering,260,ed.snajder,461,4151,Engineering,https://brewspace.jiveland.com/api/core/v3/people/4151/avatar,Engineering,Ed Snajder,25155,283,178,true,true,Level 6,ed.snajder,283,191,283,false,178
166,anuj.verma,false,10580,Product Management,36,anuj.verma,166,5884,Product Management,https://brewspace.jiveland.com/api/core/v3/people/5884/avatar,Product Management,Anuj Verma,10580,93,73,true,true,Level 4,anuj.verma,93,53,93,false,73
123,mike.camacho,false,14712,Product Management,83,mike.camacho,123,2837,Product Management,https://brewspace.jiveland.com/api/core/v3/people/2837/avatar,Product Management,Mike Camacho,14712,96,27,true,true,Level 5,mike.camacho,96,113,96,false,27
133,jason.khoury,false,9899,Marketing,62,jason.khoury,133,5445,Marketing,https://brewspace.jiveland.com/api/core/v3/people/5445/avatar,Marketing,Jason Khoury,9899,88,45,true,true,Level 4,jason.khoury,88,60,88,false,45
29,hardeep.nagra,false,1586,Support,16,hardeep.nagra,29,6238,Support,https://brewspace.jiveland.com/api/core/v3/people/6238/avatar,Support,Hardeep Nagra,1586,13,16,true,true,Level 2,hardeep.nagra,13,13,13,false,16
219,mike.cumings,false,10515,Engineering,136,mike.cumings,219,3424,Engineering,https://brewspace.jiveland.com/api/core/v3/people/3424/avatar,Engineering,Mike Cumings,10515,92,127,true,true,Level 4,mike.cumings,92,113,92,false,127
1,matt.walker,false,8788,Sales Engineers - US,40,matt.walker,1,2074,Sales Engineers - US,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,Sales Engineers - US,Matt Walker,8788,1,0,true,false,Level 4,matt.walker,1,81,1,false,0
20,guadalupe.garcia,false,4643,Professional Services,8,guadalupe.garcia,20,3524,Professional Services,https://brewspace.jiveland.com/api/core/v3/people/3524/avatar,Professional Services,Guadalupe Garcia,4643,9,11,true,true,Level 3,guadalupe.garcia,9,37,9,false,11
24,john.graham,false,6684,Sales,486,john.graham,24,4316,Sales,https://brewspace.jiveland.com/api/core/v3/people/4316/avatar,Sales,John Graham,6684,9,15,true,true,Level 4,john.graham,9,158,9,false,15
20,stephanie.huber,false,3319,Marketing,48,stephanie.huber,20,5197,Marketing,https://brewspace.jiveland.com/api/core/v3/people/5197/avatar,Marketing,Stephanie Huber,3319,7,13,true,true,Level 3,stephanie.huber,7,38,7,false,13
118,jesse.fuller,false,5699,Support,51,jesse.fuller,118,5208,Support,https://brewspace.jiveland.com/api/core/v3/people/5208/avatar,Support,Jesse Fuller,5699,55,63,true,true,Level 4,jesse.fuller,55,43,55,false,63
16,david.graswick,false,3140,Field Sales,37,david.graswick,16,5580,Field Sales,https://brewspace.jiveland.com/api/core/v3/people/5580/avatar,Field Sales,David Graswick,3140,15,1,true,true,Level 3,david.graswick,15,31,15,false,1
3,veronica.petersen,false,9427,Legal,19,veronica.petersen,3,4114,Legal,https://brewspace.jiveland.com/api/core/v3/people/4114/avatar,Legal,Veronica Petersen,9427,1,2,true,true,Level 4,veronica.petersen,1,46,1,false,2
7,andre.ros,false,2630,Alliances,52,andre.ros,7,5847,Alliances,https://brewspace.jiveland.com/api/core/v3/people/5847/avatar,Alliances,Andre Ros,2630,4,3,true,true,Level 3,andre.ros,4,35,4,false,3
1,hosting.docs,false,1062,Hosting,0,hosting.docs,1,5397,Hosting,https://brewspace.jiveland.com/api/core/v3/people/5397/avatar,Hosting,Hosting Docs,1062,1,0,true,true,Level 2,hosting.docs,1,9,1,false,0
46,christopher.burdick,false,2920,Support,29,christopher.burdick,46,5645,Support,https://brewspace.jiveland.com/api/core/v3/people/5645/avatar,Support,Christopher Burdick,2920,23,23,true,true,Level 3,christopher.burdick,23,28,23,false,23
23,matthew.collins,false,3842,Field Sales - US Central,73,matthew.collins,23,5408,Field Sales - US Central,https://brewspace.jiveland.com/api/core/v3/people/5408/avatar,Field Sales - US Central,Matthew Collins,3842,16,7,true,true,Level 3,matthew.collins,16,43,16,false,7
61,devon.peters,false,4076,Engineering,64,devon.peters,61,5106,Engineering,https://brewspace.jiveland.com/api/core/v3/people/5106/avatar,Engineering,Devon Peters,4076,21,40,true,true,Level 3,devon.peters,21,46,21,false,40
64,kieran.noonan,false,3612,Sales - Inside Sales,65,kieran.noonan,64,5599,Sales - Inside Sales,https://brewspace.jiveland.com/api/core/v3/people/5599/avatar,Sales - Inside Sales,Kieran Noonan,3612,35,29,true,true,Level 3,kieran.noonan,35,31,35,false,29
124,Ashley.Todd,false,9467,IT,88,Ashley.Todd,124,3624,IT,https://brewspace.jiveland.com/api/core/v3/people/3624/avatar,IT,Ashley Todd,9467,49,75,true,true,Level 4,Ashley.Todd,49,72,49,false,75
80,aaron.hoyt,false,6349,Support,109,aaron.hoyt,80,4268,Support,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,Support,Aaron Hoyt,6349,26,54,true,false,Level 4,aaron.hoyt,26,88,26,false,54
6,adam.jernigan,false,4192,Finance,22,adam.jernigan,6,5745,Finance,https://brewspace.jiveland.com/api/core/v3/people/5745/avatar,Finance,Adam Jernigan,4192,5,1,true,true,Level 3,adam.jernigan,5,13,5,false,1
60,tom.samson,false,4998,IT,44,tom.samson,60,3522,IT,https://brewspace.jiveland.com/api/core/v3/people/3522/avatar,IT,Tom Samson,4998,45,15,true,true,Level 3,tom.samson,45,45,45,false,15
109,matthew.jarvie,false,13182,Engineering,33,matthew.jarvie,109,2935,Engineering,https://brewspace.jiveland.com/api/core/v3/people/2935/avatar,Engineering,Matthew Jarvie,13182,60,49,true,true,Level 5,matthew.jarvie,60,70,60,false,49
9,robert.block,false,6626,Sales Management,57,robert.block,9,5699,Sales Management,https://brewspace.jiveland.com/api/core/v3/people/5699/avatar,Sales Management,Robert Block,6626,7,2,true,true,Level 4,robert.block,7,164,7,false,2
5,eric.wolff,false,2213,Engineering,25,eric.wolff,5,4551,Engineering,https://brewspace.jiveland.com/api/core/v3/people/4551/avatar,Engineering,Eric Wolff,2213,0,5,true,true,Level 3,eric.wolff,0,34,0,false,5
2,kenneth.cromack,false,1651,Engineering,15,kenneth.cromack,2,5947,Engineering,https://brewspace.jiveland.com/api/core/v3/people/5947/avatar,Engineering,Kenneth Cromack,1651,0,2,true,true,Level 2,kenneth.cromack,0,16,0,false,2
2,ursula.gagne,false,298,Marketing,3,ursula.gagne,2,3274,Marketing,https://brewspace.jiveland.com/api/core/v3/people/3274/avatar,Marketing,Ursula Gagne,298,2,0,true,true,Level 1,ursula.gagne,2,6,2,false,0
4,christina.azzolina,false,4960,HR,147,christina.azzolina,4,3320,HR,https://brewspace.jiveland.com/api/core/v3/people/3320/avatar,HR,Christina Azzolina,4960,1,3,true,true,Level 3,christina.azzolina,1,110,1,false,3
16,nadine.honda,false,5304,Finance,72,nadine.honda,16,5341,Finance,https://brewspace.jiveland.com/api/core/v3/people/5341/avatar,Finance,Nadine Honda,5304,2,14,true,true,Level 4,nadine.honda,2,47,2,false,14
138,jeremy.simantel,false,7837,Support,32,jeremy.simantel,138,5543,Support,https://brewspace.jiveland.com/api/core/v3/people/5543/avatar,Support,Jeremy Simantel,7837,73,65,true,true,Level 4,jeremy.simantel,73,36,73,false,65
58,kyle.murphy,false,9538,Hosting,236,kyle.murphy,58,4651,Hosting,https://brewspace.jiveland.com/api/core/v3/people/4651/avatar,Hosting,Kyle Murphy,9538,34,24,true,true,Level 4,kyle.murphy,34,103,34,false,24
5,janeen.neri,false,506,Engineering,13,janeen.neri,5,6134,Engineering,https://brewspace.jiveland.com/api/core/v3/people/6134/avatar,Engineering,Janeen Neri,506,1,4,true,true,Level 2,janeen.neri,1,20,1,false,4
52,leandra.fishman,false,11268,Sales,24,leandra.fishman,52,5395,Sales,https://brewspace.jiveland.com/api/core/v3/people/5395/avatar,Sales,Leandra Fishman,11268,27,25,true,true,Level 4,leandra.fishman,27,141,27,false,25
50,adi.levy,false,5074,Enterprise Solutions,66,adi.levy,50,4166,Enterprise Solutions,https://brewspace.jiveland.com/api/core/v3/people/4166/avatar,Enterprise Solutions,Adi Levy,5074,36,14,true,true,Level 4,adi.levy,36,58,36,false,14
101,George.Berger,false,8210,Hosting,23,George.Berger,101,3622,Hosting,https://brewspace.jiveland.com/api/core/v3/people/3622/avatar,Hosting,George Berger,8210,94,7,true,true,Level 4,George.Berger,94,67,94,false,7
11,valentina.grandi,false,1613,Marketing,61,valentina.grandi,11,5643,Marketing,https://brewspace.jiveland.com/api/core/v3/people/5643/avatar,Marketing,Valentina Grandi,1613,9,2,true,true,Level 2,valentina.grandi,9,48,9,false,2
358,jason.holliston,false,11704,Engineering,197,jason.holliston,358,5104,Engineering,https://brewspace.jiveland.com/api/core/v3/people/5104/avatar,Engineering,Jason Holliston,11704,185,173,true,true,Level 4,jason.holliston,185,111,185,false,173
22,david.derecat,false,4762,Marketing,171,david.derecat,22,4751,Marketing,https://brewspace.jiveland.com/api/core/v3/people/4751/avatar,Marketing,David de Recat,4762,5,17,true,true,Level 3,david.derecat,5,96,5,false,17
1,integration_box_esp,false,0,None,0,integration_box_esp,1,6334,None,https://brewspace.jiveland.com/api/core/v3/people/6334/avatar,None,Jive+Box,0,1,0,false,true,Level 0,integration_box_esp,1,0,1,false,0
1,helen.fieler,false,868,HR,35,helen.fieler,1,3439,HR,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,HR,Helen Fieler,868,1,0,true,false,Level 2,helen.fieler,1,41,1,false,0
4,robert.brown,false,5790,Services Management,27,robert.brown,4,2574,Services Management,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,Services Management,Robert Brown,5790,4,0,true,false,Level 4,robert.brown,4,417,4,false,0
14,john.raap,false,3973,Field Sales - Europe,29,john.raap,14,5495,Field Sales - Europe,https://brewspace.jiveland.com/api/core/v3/people/5495/avatar,Field Sales - Europe,John Raap,3973,14,0,true,true,Level 3,john.raap,14,39,14,false,0
11,robert.yue,false,3855,Sales Management,75,robert.yue,11,5697,Sales Management,https://brewspace.jiveland.com/api/core/v3/people/5697/avatar,Sales Management,Robert Yue,3855,8,3,true,true,Level 3,robert.yue,8,63,8,false,3
152,linda.tsan,false,7488,Marketing,34,linda.tsan,152,5708,Marketing,https://brewspace.jiveland.com/api/core/v3/people/5708/avatar,Marketing,Linda Tsan,7488,65,87,true,true,Level 4,linda.tsan,65,46,65,false,87
37,mike.turnell,false,2550,Sales - Telesales,41,mike.turnell,37,5945,Sales - Telesales,https://brewspace.jiveland.com/api/core/v3/people/5945/avatar,Sales - Telesales,Mike Turnell,2550,20,17,true,true,Level 3,mike.turnell,20,24,20,false,17
20,shali.shaltiel,false,6878,Engineering,36,shali.shaltiel,20,3978,Engineering,https://brewspace.jiveland.com/api/core/v3/people/3978/avatar,Engineering,Shali Shaltiel,6878,12,8,true,true,Level 4,shali.shaltiel,12,47,12,false,8
35,jay.larson,false,8257,Corporate,56,jay.larson,35,5091,Corporate,https://brewspace.jiveland.com/api/core/v3/people/5091/avatar,Corporate,Jay Larson,8257,35,0,true,true,Level 4,jay.larson,35,383,35,false,0
70,joni.wong.angkasa,false,1701,Field Sales,33,joni.wong.angkasa,70,6388,Field Sales,https://brewspace.jiveland.com/api/core/v3/people/6388/avatar,Field Sales,Joni Wong Angkasa,1701,16,54,true,true,Level 2,joni.wong.angkasa,16,11,16,false,54
235,randall.sexton,false,6081,Engineering,69,randall.sexton,235,5797,Engineering,https://brewspace.jiveland.com/api/core/v3/people/5797/avatar,Engineering,Randall Sexton,6081,76,159,true,true,Level 4,randall.sexton,76,41,76,false,159
50,brian.steinberg,false,8487,Field Sales,42,brian.steinberg,50,5541,Field Sales,https://brewspace.jiveland.com/api/core/v3/people/5541/avatar,Field Sales,Brian Steinberg,8487,39,11,true,true,Level 4,brian.steinberg,39,33,39,false,11
119,brett.blackney,false,4834,Marketing,105,brett.blackney,119,5304,Marketing,https://brewspace.jiveland.com/api/core/v3/people/5304/avatar,Marketing,Brett Blackney,4834,60,59,true,true,Level 3,brett.blackney,60,67,60,false,59
712,jeff.paramchuk,false,25658,Engineering,107,jeff.paramchuk,712,4614,Engineering,https://brewspace.jiveland.com/api/core/v3/people/4614/avatar,Engineering,Jeff Paramchuk,25658,398,314,true,true,Level 6,jeff.paramchuk,398,86,398,false,314
261,emre.atalay,false,18452,Solution Enablement,161,emre.atalay,261,3070,Solution Enablement,https://brewspace.jiveland.com/api/core/v3/people/3070/avatar,Solution Enablement,Emre Atalay,18452,100,161,true,true,Level 5,emre.atalay,100,120,100,false,161
16,ramin.safaie,false,1821,Engineering,19,ramin.safaie,16,5897,Engineering,https://brewspace.jiveland.com/api/core/v3/people/5897/avatar,Engineering,Ramin Safaie,1821,16,0,true,true,Level 2,ramin.safaie,16,18,16,false,0
21,nathaniel.felsen,false,4966,Hosting,63,nathaniel.felsen,21,5595,Hosting,https://brewspace.jiveland.com/api/core/v3/people/5595/avatar,Hosting,Nathaniel Felsen,4966,8,13,true,true,Level 3,nathaniel.felsen,8,38,8,false,13
37,chris.varrasse,false,8429,Finance,51,chris.varrasse,37,5393,Finance,https://brewspace.jiveland.com/api/core/v3/people/5393/avatar,Finance,Chris Varrasse,8429,35,2,true,true,Level 4,chris.varrasse,35,37,35,false,2
6,bar.avidan,false,1192,Engineering,19,bar.avidan,6,6488,Engineering,https://brewspace.jiveland.com/api/core/v3/people/6488/avatar,Engineering,Bar Avidan,1192,0,6,true,true,Level 2,bar.avidan,0,8,0,false,6
28,melody.trainor,false,2779,Hosting,35,melody.trainor,28,5606,Hosting,https://brewspace.jiveland.com/api/core/v3/people/5606/avatar,Hosting,Melody Trainor,2779,14,14,true,true,Level 3,melody.trainor,14,23,14,false,14
4,nick.duce,false,4020,Alliances,30,nick.duce,4,5641,Alliances,https://brewspace.jiveland.com/api/core/v3/people/5641/avatar,Alliances,Nick Duce,4020,3,1,true,true,Level 3,nick.duce,3,48,3,false,1
93,selin.korustan,false,3941,Solution Enablement,74,selin.korustan,93,4466,Solution Enablement,https://brewspace.jiveland.com/api/core/v3/people/4466/avatar,Solution Enablement,Selin Korustan,3941,47,46,true,true,Level 3,selin.korustan,47,104,47,false,46
138,greg.borchers,false,6328,Engineering,56,greg.borchers,138,5741,Engineering,https://brewspace.jiveland.com/api/core/v3/people/5741/avatar,Engineering,Greg Borchers,6328,58,80,true,true,Level 4,greg.borchers,58,39,58,false,80
131,george.tabet,false,3620,Marketing,47,george.tabet,131,6084,Marketing,https://brewspace.jiveland.com/api/core/v3/people/6084/avatar,Marketing,George Tabet,3620,51,80,true,true,Level 3,george.tabet,51,22,51,false,80
29,mike.ofarrell,false,8189,Facilities,54,mike.ofarrell,29,5493,Facilities,https://brewspace.jiveland.com/api/core/v3/people/5493/avatar,Facilities,Mike O'Farrell,8189,12,17,true,true,Level 4,mike.ofarrell,12,50,12,false,17
3,offir.talmor,false,5067,Enterprise Solutions,54,offir.talmor,3,3976,Enterprise Solutions,https://brewspace.jiveland.com/api/core/v3/people/3976/avatar,Enterprise Solutions,Offir Talmor,5067,1,2,true,true,Level 4,offir.talmor,1,56,1,false,2
184,arnold.benson,false,9293,Professional Services,119,arnold.benson,184,3674,Professional Services,https://brewspace.jiveland.com/api/core/v3/people/3674/avatar,Professional Services,Arnold Benson,9293,69,115,true,true,Level 4,arnold.benson,69,93,69,false,115
50,jarrett.obrien,false,11785,Marketing,53,jarrett.obrien,50,5302,Marketing,https://brewspace.jiveland.com/api/core/v3/people/5302/avatar,Marketing,Jarrett OBrien,11785,42,8,true,true,Level 4,jarrett.obrien,42,98,42,false,8
84,alex.evans,false,7032,Engineering,108,alex.evans,84,3270,Engineering,https://brewspace.jiveland.com/api/core/v3/people/3270/avatar,Engineering,Alex Evans,7032,30,54,true,true,Level 4,alex.evans,30,90,30,false,54
16,arend.naylor,false,4721,Engineering,26,arend.naylor,16,5291,Engineering,https://brewspace.jiveland.com/api/core/v3/people/5291/avatar,Engineering,Arend Naylor,4721,9,7,true,true,Level 3,arend.naylor,9,47,9,false,7
96,nigel.daley,false,16325,Engineering,71,nigel.daley,96,3774,Engineering,https://brewspace.jiveland.com/api/core/v3/people/3774/avatar,Engineering,Nigel Daley,16325,50,46,true,true,Level 5,nigel.daley,50,148,50,false,46
12,pieter.berendsen,false,2921,Sales: Field Sales - Europe,34,pieter.berendsen,12,5795,Sales: Field Sales - Europe,https://brewspace.jiveland.com/api/core/v3/people/5795/avatar,Sales: Field Sales - Europe,Pieter Berendsen,2921,6,6,true,true,Level 3,pieter.berendsen,6,25,6,false,6
18,sai.kolli,false,1699,Professional Services,35,sai.kolli,18,6230,Professional Services,https://brewspace.jiveland.com/api/core/v3/people/6230/avatar,Professional Services,Sai Kolli,1699,6,12,true,true,Level 2,sai.kolli,6,23,6,false,12
13,erwin.driessen,false,4621,Professional Services,65,erwin.driessen,13,4666,Professional Services,https://brewspace.jiveland.com/api/core/v3/people/4666/avatar,Professional Services,Erwin Driessen,4621,9,4,true,true,Level 3,erwin.driessen,9,45,9,false,4
8,justin.fitzhugh,false,7526,Hosting,40,justin.fitzhugh,8,3920,Hosting,https://brewspace.jiveland.com/api/core/v3/people/3920/avatar,Hosting,Justin Fitzhugh,7526,5,3,true,true,Level 4,justin.fitzhugh,5,169,5,false,3
35,caitlin.henry,false,2534,HR,20,caitlin.henry,35,5593,HR,https://brewspace.jiveland.com/api/core/v3/people/5593/avatar,HR,Caitlin Henry,2534,0,35,true,true,Level 3,caitlin.henry,0,24,0,false,35
123,pete,false,11453,Engineering,69,pete,123,2007,Engineering,https://brewspace.jiveland.com/api/core/v3/people/2007/avatar,Engineering,Pete Matern,11453,63,60,true,true,Level 4,pete,63,113,63,false,60
247,adam.mertz,false,35584,Product Marketing,80,adam.mertz,247,2187,Product Marketing,https://brewspace.jiveland.com/api/core/v3/people/2187/avatar,Product Marketing,Adam Mertz,35584,214,33,true,true,Level 6,adam.mertz,214,284,214,false,33
144,zvika.ekhous,false,9473,Enterprise Solutions,23,zvika.ekhous,144,4464,Enterprise Solutions,https://brewspace.jiveland.com/api/core/v3/people/4464/avatar,Enterprise Solutions,Zvika Ekhous,9473,69,75,true,true,Level 4,zvika.ekhous,69,41,69,false,75
270,edward.schaefer,false,12151,Engineering,97,edward.schaefer,270,4712,Engineering,https://brewspace.jiveland.com/api/core/v3/people/4712/avatar,Engineering,Edward Schaefer,12151,113,157,true,true,Level 5,edward.schaefer,113,59,113,false,157
1,dana.leipold,false,1052,Marketing,11,dana.leipold,1,5658,Marketing,https://brewspace.jiveland.com/api/core/v3/people/5658/avatar,Marketing,Dana Leipold,1052,1,0,true,true,Level 2,dana.leipold,1,15,1,false,0
2,jan.hygstedt,false,3466,Field Sales,25,jan.hygstedt,2,5704,Field Sales,https://brewspace.jiveland.com/api/core/v3/people/5704/avatar,Field Sales,Jan Hygstedt,3466,2,0,true,true,Level 3,jan.hygstedt,2,22,2,false,0
146,lev.waisberg,false,10429,Enterprise Solutions,69,lev.waisberg,146,3974,Enterprise Solutions,https://brewspace.jiveland.com/api/core/v3/people/3974/avatar,Enterprise Solutions,Lev Waisberg,10429,84,62,true,true,Level 4,lev.waisberg,84,67,84,false,62
6,nathan.gopal,false,1435,Professional Services,6,nathan.gopal,6,6249,Professional Services,https://brewspace.jiveland.com/api/core/v3/people/6249/avatar,Professional Services,Nathan Gopal,1435,4,2,true,true,Level 2,nathan.gopal,4,12,4,false,2
199,aaron.bailey,false,7073,Engineering,123,aaron.bailey,199,3470,Engineering,https://brewspace.jiveland.com/api/core/v3/people/3470/avatar,Engineering,Aaron Bailey,7073,34,165,true,true,Level 4,aaron.bailey,34,110,34,false,165
